Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
26,Student,Above high school,2,35,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Noon,7,60,67,2,0,Moderate Accident
22,Student,Above high school,1,22,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,1,60,80,3,0,Moderate Accident
30,Student,Above high school,3,30,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Evening,1,60,74,1,0,Moderate Accident
16,Student,Above high school,5,16,Never,Never,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Morning,8,60,72,3,0,Moderate Accident
29,Student,Above high school,2,42,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,4,60,67,2,0,Moderate Accident
27,Student,Above high school,2,41,Regularly,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Foggy,Night,3,60,78,3,0,Moderate Accident
28,Student,Above high school,0,10,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,60,110,1,0,Moderate Accident
18,Student,Above high school,5,3,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Noon,3,60,89,1,0,Moderate Accident
28,Student,Above high school,2,46,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,4,60,92,1,0,Moderate Accident
28,Student,Above high school,4,18,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Morning,5,60,112,3,0,Moderate Accident
17,Student,Above high school,2,39,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,7,60,120,3,0,Moderate Accident
29,Student,Above high school,0,39,Regularly,Never,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,1,60,101,3,0,Moderate Accident
16,Student,Above high school,2,45,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,7,60,103,2,0,Moderate Accident
22,Student,Above high school,3,44,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Noon,5,60,93,3,0,Moderate Accident
23,Student,Above high school,4,21,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,7,60,70,3,0,Moderate Accident
16,Student,Above high school,1,43,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Evening,4,60,89,2,0,Moderate Accident
28,Student,Above high school,4,45,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,5,60,112,3,0,Moderate Accident
27,Student,Above high school,2,20,Regularly,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1,60,91,2,0,Moderate Accident
20,Student,Above high school,3,37,Never,Sometimes,Yes,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,1,60,86,3,0,Moderate Accident
27,Student,Above high school,5,32,Never,Never,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5,60,66,1,0,Moderate Accident
27,Student,Above high school,5,23,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Noon,8,60,102,2,0,Moderate Accident
16,Student,Above high school,2,0,Never,Never,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1,60,89,3,0,Moderate Accident
20,Student,Above high school,2,36,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Morning,5,60,120,2,0,Moderate Accident
25,Student,Above high school,2,43,Regularly,Never,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,4,60,84,2,0,Moderate Accident
21,Student,Above high school,3,45,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,8,60,84,2,1,Moderate Accident
21,Student,Above high school,0,8,Never,Never,No,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,5,60,103,1,0,Moderate Accident
30,Student,Above high school,2,25,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Noon,3,60,70,2,0,Moderate Accident
15,Student,Above high school,1,14,Never,Never,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,5,60,78,3,0,Moderate Accident
24,Student,Above high school,3,46,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Evening,3,60,101,3,0,Moderate Accident
28,Student,Above high school,2,24,Regularly,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Morning,8,60,100,1,0,Moderate Accident
25,Student,Above high school,2,21,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,5,60,67,1,0,Moderate Accident
26,Student,Above high school,3,34,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Night,7,60,105,2,0,Moderate Accident
25,Student,Above high school,5,1,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,5,60,65,2,0,Moderate Accident
29,Student,Above high school,4,49,Never,Never,No,Inherited,Yes,Old,Village Road,Wet,Rainy,Noon,7,60,86,2,1,Moderate Accident
19,Student,Above high school,1,7,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,4,60,83,3,1,Moderate Accident
30,Student,Above high school,0,15,Regularly,Never,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Morning,6,60,104,3,1,Moderate Accident
29,Student,Above high school,5,30,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,6,60,66,2,0,Moderate Accident
18,Student,Above high school,1,46,Never,Never,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,7,60,65,3,0,Moderate Accident
29,Student,Above high school,1,44,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,2,60,66,2,0,Moderate Accident
18,Student,Above high school,4,18,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Noon,3,60,65,1,0,Moderate Accident
25,Student,Above high school,5,12,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,6,60,90,2,0,Moderate Accident
25,Student,Above high school,4,50,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Evening,6,60,88,3,0,Moderate Accident
24,Student,Above high school,2,14,Never,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Morning,7,60,72,3,0,Moderate Accident
22,Student,Above high school,3,12,Never,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,4,60,106,2,0,Moderate Accident
25,Student,Above high school,4,17,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,5,60,74,3,0,Moderate Accident
15,Student,Above high school,0,10,Never,Never,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,7,60,106,1,0,Moderate Accident
16,Student,Above high school,4,31,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,3,60,70,1,0,Moderate Accident
19,Student,Above high school,2,43,Regularly,Never,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,8,60,84,3,0,Moderate Accident
28,Student,Above high school,4,7,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Morning,6,60,104,2,0,Moderate Accident
21,Student,Above high school,3,11,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,3,60,96,2,0,Moderate Accident
27,Student,Above high school,0,50,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Foggy,Night,8,60,99,3,0,Moderate Accident
20,Student,Above high school,3,39,Never,Never,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,1,60,70,2,0,Moderate Accident
15,Student,Above high school,2,3,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Noon,4,60,73,2,0,Moderate Accident
30,Student,Above high school,5,31,Regularly,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Afternoon,2,60,91,2,0,Moderate Accident
15,Student,Above high school,0,36,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Evening,1,60,68,1,0,Moderate Accident
26,Student,Above high school,4,43,Never,Never,No,Inherited,Yes,New,Village Road,Dry,Clear,Morning,1,60,68,3,0,Moderate Accident
22,Student,Above high school,1,5,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6,60,114,3,1,Moderate Accident
27,Student,Above high school,3,7,Never,Never,No,Inherited,No,New,Village Road,Wet,Rainy,Night,8,60,119,3,1,Moderate Accident
26,Student,Above high school,1,6,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,4,60,88,2,0,Moderate Accident
19,Student,Above high school,2,30,Regularly,Never,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,8,60,112,3,0,Moderate Accident
18,Student,Above high school,2,28,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,1,60,79,3,0,Moderate Accident
26,Student,Above high school,4,15,Never,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,1,60,96,3,0,Moderate Accident
24,Student,Above high school,3,0,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,1,60,76,1,0,Moderate Accident
22,Student,Above high school,4,25,Never,Never,No,Inherited,Yes,Old,Village Road,Wet,Rainy,Night,5,60,77,1,1,Moderate Accident
17,Student,Above high school,4,37,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,8,60,103,2,0,Moderate Accident
16,Student,Above high school,4,15,Regularly,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Noon,3,60,98,1,0,Moderate Accident
20,Student,Above high school,5,42,Never,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,4,60,81,3,0,Moderate Accident
30,Student,Above high school,1,44,Never,Never,No,Bought with own money,No,New,Village Road,Dry,Clear,Evening,1,60,82,3,0,Moderate Accident
19,Student,Above high school,1,24,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Morning,4,60,78,2,0,Moderate Accident
25,Student,Above high school,1,22,Never,Never,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,4,60,109,3,0,Moderate Accident
26,Student,Above high school,4,2,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Night,8,60,101,2,0,Moderate Accident
26,Student,Above high school,3,32,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,4,60,72,3,0,Moderate Accident
16,Student,Above high school,4,43,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,4,60,79,1,0,Moderate Accident
29,Student,Above high school,4,38,Never,Never,No,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,8,60,104,2,0,Moderate Accident
22,Student,Above high school,0,24,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Morning,6,60,86,1,0,Moderate Accident
17,Student,Above high school,4,26,Never,Never,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,2,60,83,2,0,Moderate Accident
30,Student,Above high school,5,47,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Night,6,60,114,3,0,Moderate Accident
29,Student,Above high school,2,15,Regularly,Never,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,3,60,119,1,0,Moderate Accident
27,Student,Above high school,0,28,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Noon,7,60,112,2,0,Moderate Accident
28,Student,Above high school,2,1,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,1,60,83,2,0,Moderate Accident
30,Student,Above high school,4,38,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Evening,3,60,97,1,0,Moderate Accident
21,Student,Above high school,1,24,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Morning,1,60,100,3,0,Moderate Accident
15,Student,Above high school,3,43,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,7,60,88,1,0,Moderate Accident
30,Student,Above high school,1,16,Regularly,Never,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Night,2,60,82,2,0,Moderate Accident
25,Student,Above high school,5,5,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,60,107,3,0,Moderate Accident
29,Student,Above high school,5,28,Never,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Noon,7,60,116,1,0,Moderate Accident
17,Student,Above high school,5,1,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6,60,119,3,0,Moderate Accident
29,Student,Above high school,0,36,Never,Never,No,Inherited,No,New,Village Road,Wet,Rainy,Morning,2,60,90,1,0,Moderate Accident
22,Student,Above high school,2,19,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,2,60,81,1,0,Moderate Accident
23,Student,Above high school,4,4,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Night,5,60,68,2,0,Moderate Accident
18,Student,Above high school,4,49,Never,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,4,60,92,2,0,Moderate Accident
15,Student,Above high school,1,50,Never,Never,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,5,60,71,3,0,Moderate Accident
15,Student,Above high school,4,23,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,2,60,80,3,0,Moderate Accident
24,Student,Above high school,3,0,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Evening,5,60,110,2,0,Moderate Accident
21,Student,Above high school,1,42,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,3,60,93,3,1,Moderate Accident
16,Student,Above high school,1,25,Regularly,Never,No,Inherited,Yes,New,Village Road,Dry,Foggy,Afternoon,5,60,92,3,0,Moderate Accident
26,Student,Above high school,1,22,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,8,60,79,2,0,Moderate Accident
23,Student,Above high school,3,18,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,4,60,67,2,0,Moderate Accident
26,Student,Above high school,4,37,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Noon,6,60,71,1,0,Moderate Accident
21,Student,Above high school,4,19,Never,Never,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,7,60,91,1,0,Moderate Accident
30,Student,Above high school,5,37,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Morning,1,60,70,3,0,Moderate Accident
28,Student,Above high school,3,34,Regularly,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1,60,89,1,0,Moderate Accident
30,Student,Above high school,0,42,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,8,60,108,3,0,Moderate Accident
22,Student,Above high school,0,25,Never,Never,No,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,5,60,80,2,0,Moderate Accident
26,Student,Above high school,3,29,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,2,60,89,1,0,Moderate Accident
15,Student,Above high school,0,21,Never,Never,No,Inherited,Yes,New,Village Road,Wet,Rainy,Afternoon,6,60,77,2,0,Moderate Accident
15,Student,Above high school,5,11,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Evening,8,60,112,2,0,Moderate Accident
27,Student,Above high school,5,45,Regularly,Never,No,Bought with own money,No,New,Village Road,Dry,Foggy,Morning,3,60,89,2,0,Moderate Accident
23,Student,Above high school,0,2,Never,Sometimes,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,5,60,85,1,0,Moderate Accident
27,Student,Above high school,0,22,Never,Never,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Night,4,60,65,3,0,Moderate Accident
17,Student,Above high school,1,44,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,2,60,91,3,0,Moderate Accident
27,Student,Above high school,4,19,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Noon,6,60,88,1,0,Moderate Accident
27,Student,Above high school,0,45,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,2,60,118,3,0,Moderate Accident
28,Student,Above high school,0,25,Regularly,Never,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Morning,2,60,110,1,0,Moderate Accident
30,Student,Above high school,0,8,Never,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,4,60,89,2,0,Moderate Accident
23,Student,Above high school,1,43,Never,Never,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Night,1,60,82,2,0,Moderate Accident
27,Student,Above high school,5,48,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,2,60,101,3,0,Moderate Accident
26,Student,Above high school,2,42,Never,Never,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,3,60,98,3,0,Moderate Accident
18,Student,Above high school,2,28,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Clear,Afternoon,7,60,67,3,0,Moderate Accident
26,Student,Above high school,1,42,Regularly,Never,No,Inherited,No,Old,Village Road,Dry,Foggy,Evening,2,60,96,1,0,Moderate Accident
27,Student,Above high school,0,15,Never,Sometimes,No,Bought with own money,Yes,New,Village Road,Wet,Rainy,Morning,7,60,80,3,0,Moderate Accident
28,Student,Above high school,4,35,Never,Never,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,7,60,67,1,0,Moderate Accident
16,Student,Above high school,4,14,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Night,8,60,103,1,0,Moderate Accident
24,Student,Above high school,0,45,Never,Never,No,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,1,60,94,2,0,Moderate Accident
29,Student,Above high school,0,27,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,2,60,86,2,0,Moderate Accident
17,Student,Above high school,3,34,Regularly,Never,Yes,Bought with own money,Yes,New,Village Road,Dry,Foggy,Afternoon,5,60,80,2,0,Moderate Accident
26,Student,Above high school,0,2,Never,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,5,60,67,3,0,Moderate Accident
20,Student,Above high school,0,34,Never,Never,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,1,60,120,3,0,Moderate Accident
26,Student,Above high school,4,40,Regularly,Sometimes,No,Bought with own money,Yes,Old,Village Road,Dry,Foggy,Night,4,60,93,1,0,Moderate Accident
15,Student,Above high school,1,19,Never,Never,No,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,4,60,79,2,0,Moderate Accident
19,Student,Above high school,4,20,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Noon,7,60,78,1,0,Moderate Accident
26,Student,Above high school,3,0,Regularly,Never,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,60,85,3,1,Moderate Accident
27,Student,Above high school,0,3,Never,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,2,60,85,1,0,Moderate Accident
17,Student,Above high school,4,28,Never,Never,Yes,Bought with own money,Yes,Old,Village Road,Dry,Clear,Morning,5,60,77,1,0,Moderate Accident
26,Student,Above high school,1,2,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,60,79,2,0,Moderate Accident
